1	destinataire	1	manet
1	destinataire	2	clusterhead
1	destinataire	3	ple
1	destinataire	4	phone
1	destinataire	5	operator
1	destinataire	6	pace
1	destinataire	7	sonet/sdh
1	destinataire	8	self-reported
1	destinataire	9	sustained
1	destinataire	10	owa
1	destinataire	11	road
1	destinataire	12	ann
1	destinataire	13	device
1	destinataire	14	fairness
1	destinataire	15	unipath
1	destinataire	16	rational
1	destinataire	17	bound
1	destinataire	18	balancing
1	destinataire	19	gssn
1	destinataire	20	speed
2	congestion	1	a-dqs
2	congestion	2	a.d
2	congestion	3	a.t
2	congestion	4	abbreviation
2	congestion	5	ability
2	congestion	6	abou-of
2	congestion	7	above-mentioned
2	congestion	8	abr
2	congestion	9	absence
2	congestion	10	absolute
2	congestion	11	absorption
2	congestion	12	abstract
2	congestion	13	abstract---in
2	congestion	14	abstract---the
2	congestion	15	abstract--an
2	congestion	16	abstract--in
2	congestion	17	abstract--the
2	congestion	18	abstract-in
2	congestion	19	abstract-the
2	congestion	20	abstraction
3	architecture	1	tmn
3	architecture	2	loyalty
3	architecture	3	tradability
3	architecture	4	retention
3	architecture	5	satisfaction
3	architecture	6	speed
3	architecture	7	relationship
3	architecture	8	bangladesh
3	architecture	9	atmosphere
3	architecture	10	context
3	architecture	11	lindestad
3	architecture	12	stale
3	architecture	13	wcdma/cdma2000
3	architecture	14	loa
3	architecture	15	roi
3	architecture	16	suite
3	architecture	17	cond
3	architecture	18	a.t
3	architecture	19	trust
3	architecture	20	operator
4	authentification	1	utra
4	authentification	2	fec
4	authentification	3	correction
4	authentification	4	attenuator
4	authentification	5	parametric
4	authentification	6	sdm
4	authentification	7	dsps
4	authentification	8	macro-cells
4	authentification	9	geometric
4	authentification	10	sonet
4	authentification	11	photosensitive
4	authentification	12	high-end
4	authentification	13	mobile/cellular
4	authentification	14	atomicity
4	authentification	15	baudrillard
4	authentification	16	unexpected
4	authentification	17	helpful
4	authentification	18	rival
4	authentification	19	involvement
4	authentification	20	mnic
